depth	min	max	median	mean
86.5	7567	7888	7725	7725
87	7569	7890	7727	7727
87.5	7572	7892	7730	7730
88	7575	7896	7732	7733
88.5	7577	7899	7735	7735
89	7579	7902	7737	7738
89.5	7581	7905	7740	7740
90	7583	7909	7743	7743
90.5	7587	7912	7745	7746
91	7589	7914	7748	7748
91.5	7591	7916	7750	7751
92	7594	7919	7753	7753
92.5	7596	7921	7755	7756
93	7598	7924	7758	7758
93.5	7600	7926	7761	7761
94	7602	7929	7763	7763
94.5	7604	7932	7765	7766
95	7607	7935	7768	7769
95.5	7609	7937	7771	7771
96	7611	7939	7774	7774
96.5	7614	7942	7776	7776
97	7617	7944	7778	7779
97.5	7619	7946	7781	7781
98	7622	7949	7783	7784
98.5	7623	7952	7786	7786
99	7625	7956	7788	7789
99.5	7626	7958	7791	7791
100	7628	7962	7793	7793
100.5	7630	7965	7796	7796
101	7633	7969	7799	7799
101.5	7636	7972	7801	7801
102	7638	7975	7804	7804
102.5	7640	7978	7806	7806
103	7642	7982	7809	7809
103.5	7643	7985	7811	7811
104	7645	7988	7814	7814
104.5	7647	7991	7816	7816
105	7648	7995	7819	7819
105.5	7651	7998	7821	7821
106	7653	8000	7824	7824
106.5	7656	8003	7826	7826
107	7658	8005	7828	7829
107.5	7660	8008	7831	7832
108	7662	8010	7833	7834
108.5	7663	8013	7836	7837
109	7666	8017	7838	7839
109.5	7667	8021	7841	7842
110	7669	8024	7843	7844
110.5	7671	8027	7846	7847
111	7674	8029	7848	7849
111.5	7677	8030	7850	7852
112	7679	8033	7853	7854
112.5	7681	8036	7855	7857
113	7683	8039	7858	7859
113.5	7685	8042	7860	7862
114	7687	8045	7862	7864
114.5	7690	8049	7865	7867
115	7692	8053	7867	7869
115.5	7694	8055	7870	7872
116	7696	8059	7872	7874
116.5	7698	8062	7875	7877
117	7700	8065	7878	7880
117.5	7702	8068	7880	7882
118	7704	8071	7883	7885
118.5	7705	8074	7885	7887
119	7707	8079	7887	7890
119.5	7709	8081	7890	7892
120	7711	8086	7893	7895
120.5	7713	8087	7895	7897
121	7715	8090	7897	7900
121.5	7717	8093	7900	7902
122	7719	8097	7903	7905
122.5	7722	8098	7905	7907
123	7723	8102	7908	7910
123.5	7725	8105	7910	7912
124	7727	8108	7912	7914
124.5	7729	8113	7914	7917
125	7730	8117	7916	7919
