Core,Site,DepthConsolidated,AgeConsolidated500,Age,Acropora,Montipora,Euphyllia,Goniopora,Porites,Merulinidae,Unknown,Heliopora,Fungia,Diploastrea,Tubastrea,Astreopora,Echinophyllia,Pachyseris,Turbinaria,Pavona,Oxypora,Podabacia,Pseudosiderastrea,Psammocora
SM06,SM,140,8000,7646,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,145,8000,7657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,150,8000,7668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,155,8000,7678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,160,8000,7689,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,165,8000,7700,0,0,0,0.962439385,0,0,0,0,0.037560615,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,170,8000,7711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,175,8000,7721,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,180,8000,7732,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,185,8000,7742,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,190,8000,7753,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,195,8000,7764,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,200,8000,7775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,205,8000,7785,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,210,8000,7794,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,215,8000,7804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,220,8000,7814,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,225,8000,7824,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,230,8000,7834,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,235,8000,7844,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,240,8000,7854,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,245,8000,7863,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,250,8000,7873,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,255,8000,7883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SM06,SM,260,8000,7894,0,0,0,0.927704816,0,0,0.022138837,0,0,0,0,0.050156348,0,0,0,0,0,0,0,0
